Row_ID_O6G3A1_R6|Order_ID|Order_Date|Ship_Date|Ship_Mode|Customer_ID|Customer_Name|Segment|Country|City|State|Region|Product_ID|Category|Sub_Category|Product_Name|Sales|Quantity|Profit|Returns|Payment_Mode|ind1|ind2
3027|CA-2020-169054|2020-04-22|2020-04-26|Standard Class|MO-17800|Meg O'Connel|Home Office|United States|Philadelphia|Pennsylvania|East|FUR-FU-10001488|Furniture|Furnishings|"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"|265.35198974609375|3|0.0|#N/A|COD||
3029|CA-2020-116855|2020-12-17|2020-12-21|Standard Class|AI-10855|Arianne Irving|Consumer|United States|Chesapeake|Virginia|South|FUR-CH-10003846|Furniture|Chairs|Hon Valutask Swivel Chairs|699.9000244140625|5|80.78399658203125|#N/A|Online||
3030|US-2019-164189|2019-03-24|2019-03-28|Standard Class|DR-12880|Dan Reichenbach|Corporate|United States|Gresham|Oregon|West|TEC-PH-10003691|Technology|Phones|BlackBerry Q10|403.1679992675781|4|25.197999954223633|#N/A|COD||
3033|US-2019-114293|2019-11-21|2019-11-26|Standard Class|JH-16180|Justin Hirsh|Consumer|United States|Gresham|Oregon|West|FUR-CH-10003833|Furniture|Chairs|Novimex Fabric Task Chair|195.13600158691406|4|-12.196000099182129|#N/A|Cards||
3034|CA-2020-134173|2020-09-16|2020-09-21|Standard Class|AB-10060|Adam Bellavance|Home Office|United States|Philadelphia|Pennsylvania|East|OFF-PA-10004355|Office Supplies|Paper|Xerox 231|109.73600006103516|4|7.257599830627441|#N/A|Online||
3040|CA-2020-101749|2020-10-03|2020-10-08|Standard Class|AS-10045|Aaron Smayling|Corporate|United States|Pasadena|California|West|FUR-TA-10001520|Furniture|Tables|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table|221.28799438476562|3|-6.423299789428711|#N/A|Online||
3041|US-2019-147991|2019-05-05|2019-05-09|Standard Class|ZD-21925|Zuschuss Donatelli|Consumer|United States|Chattanooga|Tennessee|South|FUR-FU-10004270|Furniture|Furnishings|Eldon Image Series Desk Accessories, Burgundy|16.719999313354492|5|3.3440001010894775|#N/A|COD||
3042|CA-2020-149559|2020-09-11|2020-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|West|OFF-PA-10003172|Office Supplies|Paper|Xerox 1996|115.95999908447266|2|6.220799922943115|#N/A|COD||
3043|CA-2020-149559|2020-09-11|2020-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|West|OFF-EN-10002312|Office Supplies|Envelopes|#10 Self-Seal White Envelopes|109.18000030517578|2|10.868200302124023|#N/A|COD||
3044|CA-2020-149559|2020-09-11|2020-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|West|FUR-CH-10002320|Furniture|Chairs|Hon Pagoda Stacking Chairs|2101.27197265625|8|256.78399658203125|#N/A|Online||
3046|CA-2020-125290|2020-11-06|2020-11-10|Second Class|CC-12430|Chuck Clark|Home Office|United States|Minneapolis|Minnesota|Central|OFF-AR-10001216|Office Supplies|Art|Newell 339|88.9000015258789|5|3.614000082015991|#N/A|Online||
3047|CA-2020-125290|2020-11-06|2020-11-10|Second Class|CC-12430|Chuck Clark|Home Office|United States|Minneapolis|Minnesota|Central|OFF-PA-10003127|Office Supplies|Paper|Easy-staple paper|130.3800048828125|1|12.13479995727539|#N/A|COD||
3049|CA-2020-121419|2020-04-02|2020-04-04|First Class|TC-21475|Tony Chapman|Home Office|United States|Columbus|Georgia|South|FUR-TA-10004534|Furniture|Tables|Bevis 44 x 96 Conference Tables|439.79998779296875|2|70.00599670410156|#N/A|Online||
3050|CA-2020-121419|2020-04-02|2020-04-04|First Class|TC-21475|Tony Chapman|Home Office|United States|Columbus|Georgia|South|TEC-AC-10000892|Technology|Accessories|NETGEAR N750 Dual Band Wi-Fi Gigabit Router|404.0|4|129.60000610351562|#N/A|COD||
3051|US-2020-148054|2020-10-06|2020-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|West|FUR-FU-10003247|Furniture|Furnishings|36X48 HARDFLOOR CHAIRMAT|110.95999908447266|2|2.9372000694274902|#N/A|Online||
3052|US-2020-148054|2020-10-06|2020-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|West|OFF-AP-10004336|Office Supplies|Appliances|Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit|268.8399963378906|4|66.07360076904297|#N/A|Online||
3053|US-2020-148054|2020-10-06|2020-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|West|OFF-PA-10001295|Office Supplies|Paper|Computer Printout Paper with Letter-Trim Perforations|120.94000244140625|2|18.211200714111328|#N/A|Online||
3054|CA-2019-128517|2019-04-09|2019-04-14|Second Class|SW-20350|Sean Wendt|Home Office|United States|Detroit|Michigan|Central|TEC-PH-10002555|Technology|Phones|Nortel Meridian M5316 Digital phone|517.9000244140625|2|134.6540069580078|#N/A|Online||
3055|CA-2019-128517|2019-04-09|2019-04-14|Second Class|SW-20350|Sean Wendt|Home Office|United States|Detroit|Michigan|Central|OFF-BI-10000831|Office Supplies|Binders|Storex Flexible Poly Binders with Double Pockets|5.28000020980835|2|2.428800106048584|#N/A|COD||
3057|CA-2020-131492|2020-10-19|2020-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|West|OFF-EN-10002973|Office Supplies|Envelopes|Ampad #10 Peel & Seel Holiday Envelopes|112.95999908447266|2|4.30079984664917|1|COD||
3058|CA-2020-131492|2020-10-19|2020-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|West|OFF-LA-10001641|Office Supplies|Labels|Avery 518|133.5|10|15.119999885559082|1|COD||
3059|CA-2020-131492|2020-10-19|2020-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|West|FUR-FU-10003878|Furniture|Furnishings|"Linden 10"" Round Wall Clock, Black"|140.55999755859375|2|10.390399932861328|1|COD||
3060|CA-2020-131492|2020-10-19|2020-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|West|FUR-TA-10003837|Furniture|Tables|Anderson Hickey Conga Table Tops & Accessories|131.3679962158203|2|-3.350600004196167|1|COD||
3061|CA-2019-144554|2019-11-07|2019-11-12|Standard Class|DM-13345|Denise Monton|Corporate|United States|Newark|Ohio|East|TEC-AC-10002800|Technology|Accessories|Plantronics Audio 478 Stereo USB Headset|119.97599792480469|3|22.495500564575195|#N/A|Online||
3062|CA-2020-127621|2020-03-03|2020-03-07|Standard Class|RE-19450|Richard Eichhorn|Consumer|United States|Dallas|Texas|Central|OFF-PA-10001307|Office Supplies|Paper|Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad|100.87999725341797|8|9.744000434875488|#N/A|COD||
3065|CA-2020-106859|2020-03-13|2020-03-18|Second Class|BF-11215|Benjamin Farhat|Home Office|United States|Albuquerque|New Mexico|West|OFF-ST-10000615|Office Supplies|Storage|SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h|105.80000305175781|8|25.423999786376953|#N/A|COD||
3066|CA-2020-106859|2020-03-13|2020-03-18|Second Class|BF-11215|Benjamin Farhat|Home Office|United States|Albuquerque|New Mexico|West|TEC-PH-10004531|Technology|Phones|OtterBox Commuter Series Case - iPhone 5 & 5s|190.73599243164062|8|49.257598876953125|#N/A|Online||
3067|CA-2020-106859|2020-03-13|2020-03-18|Second Class|BF-11215|Benjamin Farhat|Home Office|United States|Albuquerque|New Mexico|West|TEC-AC-10004001|Technology|Accessories|Logitech Wireless Headset H600 Over-The-Head Design|232.9499969482422|5|88.12950134277344|#N/A|Cards||
3068|CA-2020-106859|2020-03-13|2020-03-18|Second Class|BF-11215|Benjamin Farhat|Home Office|United States|Albuquerque|New Mexico|West|OFF-PA-10001534|Office Supplies|Paper|Xerox 230|124.36000061035156|7|21.77280044555664|#N/A|Cards||
3069|CA-2020-106859|2020-03-13|2020-03-18|Second Class|BF-11215|Benjamin Farhat|Home Office|United States|Albuquerque|New Mexico|West|OFF-PA-10001815|Office Supplies|Paper|Xerox 1885|303.239990234375|6|138.35519409179688|#N/A|Online||
3070|US-2020-120089|2020-11-30|2020-11-30|Same Day|ML-17755|Max Ludwig|Home Office|United States|Toledo|Ohio|East|OFF-AP-10003779|Office Supplies|Appliances|Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection|673.9359741210938|4|82.99199676513672|#N/A|Online||
3074|CA-2019-125206|2019-01-03|2019-01-05|First Class|LR-16915|Lena Radford|Consumer|United States|Los Angeles|California|West|OFF-ST-10003692|Office Supplies|Storage|Recycled Steel Personal File for Hanging File Folders|114.45999908447266|2|28.614999771118164|#N/A|Online||
3080|CA-2020-101182|2020-09-04|2020-09-05|First Class|KB-16405|Katrina Bavinger|Home Office|United States|Apple Valley|California|West|OFF-PA-10001800|Office Supplies|Paper|Xerox 220|100.95999908447266|2|6.220799922943115|#N/A|COD||
3081|CA-2020-101182|2020-09-04|2020-09-05|First Class|KB-16405|Katrina Bavinger|Home Office|United States|Apple Valley|California|West|TEC-PH-10003589|Technology|Phones|invisibleSHIELD by ZAGG Smudge-Free Screen Protector|123.1760025024414|3|15.111599922180176|#N/A|COD||
3082|US-2020-132297|2020-05-27|2020-06-02|Standard Class|DW-13480|Dianna Wilson|Home Office|United States|Louisville|Kentucky|South|OFF-BI-10003364|Office Supplies|Binders|Binding Machine Supplies|165.33999633789062|2|28.00320053100586|#N/A|Cards||
3083|US-2020-132297|2020-05-27|2020-06-02|Standard Class|DW-13480|Dianna Wilson|Home Office|United States|Louisville|Kentucky|South|TEC-PH-10002834|Technology|Phones|Google Nexus 5|560.969970703125|3|134.99249267578125|#N/A|Online||
3085|CA-2020-118773|2020-02-09|2020-02-14|Standard Class|TP-21415|Tom Prescott|Consumer|United States|Houston|Texas|Central|OFF-BI-10004584|Office Supplies|Binders|GBC ProClick 150 Presentation Binding System|290.78399658203125|4|-417.0935974121094|#N/A|Online||
3086|CA-2020-118773|2020-02-09|2020-02-14|Standard Class|TP-21415|Tom Prescott|Consumer|United States|Houston|Texas|Central|TEC-AC-10002402|Technology|Accessories|Razer Kraken PRO Over Ear PC and Music Headset|2154.98388671875|2|15.998000144958496|#N/A|Online||
3087|CA-2020-118773|2020-02-09|2020-02-14|Standard Class|TP-21415|Tom Prescott|Consumer|United States|Houston|Texas|Central|FUR-FU-10000550|Furniture|Furnishings|Stacking Trays by OIC|122.98400115966797|2|-2.689199924468994|#N/A|Online||
3088|CA-2020-118773|2020-02-09|2020-02-14|Standard Class|TP-21415|Tom Prescott|Consumer|United States|Houston|Texas|Central|OFF-AP-10000055|Office Supplies|Appliances|Belkin F9S820V06 8 Outlet Surge|132.99200439453125|2|-32.47999954223633|#N/A|Cards||
3089|US-2020-159205|2020-03-31|2020-04-02|Second Class|DB-12910|Daniel Byrd|Home Office|United States|Henderson|Kentucky|South|FUR-FU-10001591|Furniture|Furnishings|Advantus Panel Wall Certificate Holder - 8.5x11|103.0|5|25.6200008392334|#N/A|Cards||
3090|US-2020-159205|2020-03-31|2020-04-02|Second Class|DB-12910|Daniel Byrd|Home Office|United States|Henderson|Kentucky|South|TEC-PH-10000526|Technology|Phones|Vtech CS6719|706.9299926757812|7|188.14039611816406|#N/A|Cards||
3091|CA-2019-112123|2019-03-03|2019-03-08|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|East|OFF-BI-10001071|Office Supplies|Binders|GBC ProClick Punch Binding System|447.8599853515625|7|219.45140075683594|#N/A|COD||
3092|CA-2019-112123|2019-03-03|2019-03-08|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|East|TEC-PH-10001557|Technology|Phones|Pyle PMP37LED|479.95001220703125|5|129.5865020751953|#N/A|COD||
3093|CA-2019-112123|2019-03-03|2019-03-08|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Newark|Delaware|East|OFF-PA-10001977|Office Supplies|Paper|Xerox 194|166.44000244140625|3|79.89119720458984|#N/A|COD||
3098|CA-2020-135692|2020-04-27|2020-05-01|Standard Class|CV-12805|Cynthia Voltz|Corporate|United States|Fort Worth|Texas|Central|OFF-LA-10001158|Office Supplies|Labels|"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""|171.1199951171875|4|11.592000007629395|1|Online||
3099|CA-2020-135692|2020-04-27|2020-05-01|Standard Class|CV-12805|Cynthia Voltz|Corporate|United States|Fort Worth|Texas|Central|FUR-BO-10002268|Furniture|Bookcases|Sauder Barrister Bookcases|269.2655944824219|4|-42.10960006713867|1|COD||
3100|CA-2020-131233|2020-04-14|2020-04-19|Standard Class|CS-12355|Christine Sundaresam|Consumer|United States|New York City|New York|East|OFF-BI-10000829|Office Supplies|Binders|Avery Non-Stick Binders|110.7760009765625|3|3.50219988822937|#N/A|COD||
3101|CA-2020-131233|2020-04-14|2020-04-19|Standard Class|CS-12355|Christine Sundaresam|Consumer|United States|New York City|New York|East|FUR-BO-10003441|Furniture|Bookcases|Bush Westfield Collection Bookcases, Fully Assembled|280.35198974609375|3|9.088199615478516|#N/A|COD||
3102|CA-2020-119578|2020-12-22|2020-12-27|Second Class|JG-15310|Jason Gross|Corporate|United States|Providence|Rhode Island|East|OFF-SU-10003505|Office Supplies|Supplies|Premier Electric Letter Opener|144.16000366210938|6|34.757999420166016|#N/A|Online||
3103|CA-2020-119578|2020-12-22|2020-12-27|Second Class|JG-15310|Jason Gross|Corporate|United States|Providence|Rhode Island|East|FUR-BO-10003660|Furniture|Bookcases|Bush Cubix Collection Bookcases, Fully Assembled|375.9800109863281|1|50.825401306152344|#N/A|Cards||
3104|CA-2019-124562|2019-12-08|2019-12-12|Standard Class|JP-16135|Julie Prescott|Home Office|United States|Columbus|Ohio|East|OFF-BI-10001267|Office Supplies|Binders|Universal Recycled Hanging Pressboard Report Binders, Letter Size|12.956999778747559|7|-9.501799583435059|#N/A|Online||
3105|US-2020-140074|2020-03-23|2020-03-29|Standard Class|EC-14050|Erin Creighton|Consumer|United States|New York City|New York|East|OFF-PA-10002741|Office Supplies|Paper|Xerox 1980|134.67999267578125|6|11.555999755859375|#N/A|COD||
3106|CA-2019-103037|2019-07-25|2019-07-29|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Houston|Texas|Central|OFF-LA-10004345|Office Supplies|Labels|Avery 493|15.711999893188477|4|5.6956000328063965|#N/A|Cards||
3107|CA-2020-127460|2020-07-10|2020-07-14|Standard Class|FG-14260|Frank Gastineau|Home Office|United States|Aurora|Illinois|Central|OFF-ST-10004340|Office Supplies|Storage|Fellowes Mobile File Cart, Black|325.4639892578125|6|26.1156005859375|#N/A|COD||
3108|CA-2019-121671|2019-07-17|2019-07-22|Standard Class|AA-10480|Andrew Allen|Consumer|United States|Springfield|Missouri|Central|OFF-PA-10001471|Office Supplies|Paper|Strathmore Photo Frame Cards|21.93000030517578|3|10.087800025939941|#N/A|COD||
3109|CA-2019-121671|2019-07-17|2019-07-22|Standard Class|AA-10480|Andrew Allen|Consumer|United States|Springfield|Missouri|Central|OFF-ST-10002344|Office Supplies|Storage|"Carina 42""Hx23 3/4""W Media Storage Unit"|242.94000244140625|3|4.858799934387207|#N/A|COD||
3110|CA-2019-121671|2019-07-17|2019-07-22|Standard Class|AA-10480|Andrew Allen|Consumer|United States|Springfield|Missouri|Central|OFF-PA-10001892|Office Supplies|Paper|"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"|7.639999866485596|1|3.7435998916625977|#N/A|COD||
3111|CA-2019-121671|2019-07-17|2019-07-22|Standard Class|AA-10480|Andrew Allen|Consumer|United States|Springfield|Missouri|Central|OFF-PA-10001934|Office Supplies|Paper|Xerox 1993|51.84000015258789|8|25.401599884033203|#N/A|COD||
3112|CA-2019-121671|2019-07-17|2019-07-22|Standard Class|AA-10480|Andrew Allen|Consumer|United States|Springfield|Missouri|Central|OFF-ST-10000078|Office Supplies|Storage|Tennsco 6- and 18-Compartment Lockers|265.1700134277344|1|47.73059844970703|#N/A|Online||
3113|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|TEC-MA-10001972|Technology|Machines|Okidata C331dn Printer|837.5999755859375|3|62.81999969482422|#N/A|COD||
3114|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|OFF-EN-10002504|Office Supplies|Envelopes|Tyvek  Top-Opening Peel & Seel Envelopes, Plain White|135.89999389648438|5|63.87300109863281|#N/A|COD||
3115|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|OFF-PA-10002160|Office Supplies|Paper|Xerox 1978|34.68000030517578|6|16.993200302124023|#N/A|Online||
3116|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|FUR-CH-10001973|Furniture|Chairs|Office Star Flex Back Scooter Chair with White Frame|532.7039794921875|6|-39.95280075073242|#N/A|COD||
3117|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|OFF-AP-10001492|Office Supplies|Appliances|Acco Six-Outlet Power Strip, 4' Cord Length|43.099998474121094|5|11.206000328063965|#N/A|Online||
3118|CA-2019-150350|2019-08-23|2019-08-30|Standard Class|MS-17770|Maxwell Schwartz|Consumer|United States|Seattle|Washington|West|OFF-SU-10002189|Office Supplies|Supplies|Acme Rosewood Handle Letter Opener|15.880000114440918|4|0.15880000591278076|#N/A|COD||
3127|CA-2020-149895|2020-09-08|2020-09-12|Standard Class|EB-14110|Eugene Barchas|Consumer|United States|Philadelphia|Pennsylvania|East|TEC-PH-10002200|Technology|Phones|Aastra 6757i CT Wireless VoIP phone|299.52801513671875|2|-47.39680099487305|#N/A|Online||
3128|CA-2020-147564|2020-10-02|2020-10-06|Standard Class|BP-11155|Becky Pak|Consumer|United States|New York City|New York|East|OFF-PA-10004438|Office Supplies|Paper|Xerox 1907|138.1199951171875|4|23.08639907836914|#N/A|Cards||
3135|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|OFF-BI-10000666|Office Supplies|Binders|Surelock Post Binders|152.55999755859375|5|-45.84000015258789|#N/A|Cards||
3136|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|OFF-ST-10002583|Office Supplies|Storage|Fellowes Neat Ideas Storage Cubes|117.9520034790039|3|-15.590399742126465|#N/A|Cards||
3137|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|TEC-PH-10004908|Technology|Phones|Panasonic KX TS3282W Corded phone|102.99199676513672|1|8.49899959564209|#N/A|Online||
3138|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|OFF-EN-10001219|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"|110.2239990234375|2|4.43120002746582|#N/A|COD||
3139|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|TEC-AC-10004568|Technology|Accessories|Maxell LTO Ultrium - 800 GB|160.78399658203125|2|-0.5598000288009644|#N/A|Online||
3140|CA-2020-164168|2020-11-12|2020-11-18|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|Dallas|Texas|Central|FUR-FU-10001756|Furniture|Furnishings|Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany|114.8479995727539|3|-17.707199096679688|#N/A|Cards||
3143|CA-2020-162572|2020-09-25|2020-09-27|Second Class|RB-19360|Raymond Buch|Consumer|United States|Cincinnati|Ohio|East|TEC-AC-10003628|Technology|Accessories|Logitech 910-002974 M325 Wireless Mouse for Web Scrolling|161.9600067138672|5|35.987998962402344|#N/A|COD||
